memory_usage_mean_mb,memory_usage_std_mb,per_object_memory_usage_mean_mb,per_object_memory_usage_std_mb,inference_time_mean_sec,inference_time_std_sec,per_object_inference_time_mean_sec,per_object_inference_time_std_sec,num_samples,num_classes,model_memory_footprint_mb,detection_car_aos/easy_r40,detection_car_aos/moderate_r40,detection_car_aos/hard_r40,detection_car_3d/easy_r40,detection_car_3d/moderate_r40,detection_car_3d/hard_r40,detection_car_bev/easy_r40,detection_car_bev/moderate_r40,detection_car_bev/hard_r40,detection_car_image/easy_r40,detection_car_image/moderate_r40,detection_car_image/hard_r40,detection_pedestrian_aos/easy_r40,detection_pedestrian_aos/moderate_r40,detection_pedestrian_aos/hard_r40,detection_pedestrian_3d/easy_r40,detection_pedestrian_3d/moderate_r40,detection_pedestrian_3d/hard_r40,detection_pedestrian_bev/easy_r40,detection_pedestrian_bev/moderate_r40,detection_pedestrian_bev/hard_r40,detection_pedestrian_image/easy_r40,detection_pedestrian_image/moderate_r40,detection_pedestrian_image/hard_r40,detection_cyclist_aos/easy_r40,detection_cyclist_aos/moderate_r40,detection_cyclist_aos/hard_r40,detection_cyclist_3d/easy_r40,detection_cyclist_3d/moderate_r40,detection_cyclist_3d/hard_r40,detection_cyclist_bev/easy_r40,detection_cyclist_bev/moderate_r40,detection_cyclist_bev/hard_r40,detection_cyclist_image/easy_r40,detection_cyclist_image/moderate_r40,detection_cyclist_image/hard_r40
6.12556022887965,1.4474899448818048,2.3363443145943794,2.0077777569222577,0.03434603313578633,0.005959619744227757,0.013169043264303461,0.011014494779628887,3769,3,47.14145565032959,95.63728705864101,92.02974484917542,90.96727902593189,87.7517774987002,78.39635893759453,75.18433392185823,92.03993460196371,88.05562327196927,86.66246959442118,95.66068699876797,92.24032464162757,91.31666836030816,45.88975132036581,42.99126893232005,40.02907081344542,57.3014627777942,51.41451330087021,46.871532425408404,61.597132490642515,56.014273325552665,52.04571759099507,66.58524383572274,62.43512293807151,58.80156752107089,87.91216851628639,71.97971715524505,67.81032684597291,81.56703762232652,62.80740595198155,58.83144067523305,85.2584528884955,66.24387777811324,62.2172811132763,88.57228677067252,74.03851304757441,69.80088918451281
