memory_usage_mean_mb,memory_usage_std_mb,per_object_memory_usage_mean_mb,per_object_memory_usage_std_mb,inference_time_mean_sec,inference_time_std_sec,per_object_inference_time_mean_sec,per_object_inference_time_std_sec,num_samples,num_classes,model_memory_footprint_mb,detection_car_aos/easy_r40,detection_car_aos/moderate_r40,detection_car_aos/hard_r40,detection_car_3d/easy_r40,detection_car_3d/moderate_r40,detection_car_3d/hard_r40,detection_car_bev/easy_r40,detection_car_bev/moderate_r40,detection_car_bev/hard_r40,detection_car_image/easy_r40,detection_car_image/moderate_r40,detection_car_image/hard_r40,detection_pedestrian_aos/easy_r40,detection_pedestrian_aos/moderate_r40,detection_pedestrian_aos/hard_r40,detection_pedestrian_3d/easy_r40,detection_pedestrian_3d/moderate_r40,detection_pedestrian_3d/hard_r40,detection_pedestrian_bev/easy_r40,detection_pedestrian_bev/moderate_r40,detection_pedestrian_bev/hard_r40,detection_pedestrian_image/easy_r40,detection_pedestrian_image/moderate_r40,detection_pedestrian_image/hard_r40,detection_cyclist_aos/easy_r40,detection_cyclist_aos/moderate_r40,detection_cyclist_aos/hard_r40,detection_cyclist_3d/easy_r40,detection_cyclist_3d/moderate_r40,detection_cyclist_3d/hard_r40,detection_cyclist_bev/easy_r40,detection_cyclist_bev/moderate_r40,detection_cyclist_bev/hard_r40,detection_cyclist_image/easy_r40,detection_cyclist_image/moderate_r40,detection_cyclist_image/hard_r40
0.656658616424018,0.039339462387623446,0.25121508055443587,0.20377650499323446,0.2579176446176328,0.02504363351847336,0.09878875515178669,0.0819852139803726,3769,3,46.42541694641113,96.41332429878734,92.79934308212188,90.3695129612108,91.93192474737826,80.74309479397546,78.17431836266371,95.05879784941968,89.02280939202282,86.8246265882402,96.43109251668587,92.91019707242603,90.5360862803114,70.94066474740988,64.49854866203808,58.003547939725685,63.22609777464009,54.86336753523493,48.15939396774876,66.57067546745438,58.0829142120683,51.49281748273664,74.00752410884391,68.41414167651007,61.73935332791023,94.42027503473034,78.38367343805061,74.07842996658776,90.09847560401063,71.49623634902483,67.02294510860168,92.45302336770213,74.28959024620903,69.62150402838668,94.52518569369037,78.69616137259278,74.38689390326701
